Row,Name,Address,Contact,Latitude,Longitude
56,Mercury Drugs,Abanao Square Abanao St. cor. Zandueta St. AZKCO Baguio City 2600 Benguet,(074) 446-3427 / (074) 442-4148,16.412007,120.593394
57,Mercury Drugs,Baguio Centermall 18 Dagohoy St. Magsaysay Baguio City 2600 Benguet,(074) 444-9502 / (074) 442-4144,16.40622,120.58911
58,Mercury Drugs,"Don Monsylito Apartelle es Cafe, Legarda Rd., Sto. Tomas Baguio City 2600 Benguet",(074) 422-0079 / (074) 422-6274,39.390897,-99.066067
59,Mercury Drugs,"Rillera Bldg., Magsaysay Ave., Magsaysay, Baguio City 2600 Benguet",(074) 442-5837 / (074) 442-4143,16.42528,120.59234
60,Mercury Drugs,Abellera Bldg. 5 Session Rd. Baguio City 2600 Benguet,(074) 442-4310,16.40965,120.59694
61,Mercury Drugs,"Porta Vaga Mall, Session Rd., Kabayanihan, Baguio City 2600 Benguet",(074) 446-7415 / (074) 442-4140,16.40965,120.59694
62,Mercury Drugs,Jose N. De Leon III Center Session Rd. Session-Gov. Pack Baguio City 2600 Benguet,(074) 424-0118 / (074) 442-1754,16.40803,120.59825
63,Mercury Drugs,Km 5 Pico La Trinidad 2601 Benguet,(074) 422-4708 / (074) 422-2522,16.43745,120.59008
64,Mercury Drugs,McArthur Hway Wawa Balagtas 3020 Bulacan,(044) 693-2251 / (0908) 813-7039,14.819758,120.906111
65,Mercury Drugs,Balagtas Town Center Borol 1st Balagtas 3016 Bulacan,(044) 769-0006 / (0949) 883-0594,14.82369,120.89258
66,Mercury Drugs,Mabini St. Baliuag 3006 Bulacan,(044) 766-2085 / (044) 766-5121,14.955282,120.903686
67,Mercury Drugs,Plaza Naning Poblacion Baliuag 3006 Bulacan,(044) 766-0051 / (044) 766-0063,14.9486,120.89958
68,Mercury Drugs,Puregold Bagong Nayon Baliuag 3006 Bulacan,(044) 766-1859,14.9533,120.90309
69,Mercury Drugs,357 McArthur Hway Binang 2nd Bocaue 3018 Bulacan,(044) 769-9243 / (0949) 883-0587,14.79964,120.926457
70,Mercury Drugs,Prestines Comm'l Complex Bagumbayan Bulacan 3017 Bulacan,(044) 668-1453 / (044) 792-0563  / (0949) 883-0583,14.84284,120.8135
71,Mercury Drugs,St. Peter Comm'l Center McArthur Hway Corazon Calumpit 3003 Bulacan,(044) 675-1883 / (044) 913-0070  / (0949) 883-0592,14.91218,120.76648
72,Mercury Drugs,Puregld Guiguinto Cagayan Valley Rd. Sta. Cruz Guiginto 3015 Bulacan,(044) 794-6259 / (0949) 884-4874,14.84463,120.86002
73,Mercury Drugs,Waltermart Center Guiguinto Mcarthur Hway Ilang-Ilang Guiginto 3015 Bulacan,(044) 794-2390 / (0949) 884-4875,14.82435,120.86849
74,Mercury Drugs,Sto. Nino Hagonoy 3002 Bulacan,(044) 667-1309 / (044) 793-0790  / (0949) 883-0581,14.836022,120.734792
75,Mercury Drugs,McArthur Hway Guinhawa Malolos City 3000 Bulacan,(044) 791 6258 / (044) 796 3236  / (0919) 080-6385,14.843759,120.811369
76,Mercury Drugs,Puregold Malolos Km 42 McArthur Hway Bulihan Malolos City 3000 Bulacan,(044) 796-2195 / (0908) 813-7046,14.84859,120.82353
77,Mercury Drugs,Malolos Town Proper Malolos City 3000 Bulacan,(044) 791-6312 / (0949) 883-0579,14.87889,120.83048
78,Mercury Drugs,SRCDC Bldg. McArthur Hway Sumapang Matanda Malolos City 3000 Bulacan,(044) 794-9186 / (044) 794-9334  / (0949) 884-4878,14.8479,120.8456
79,Mercury Drugs,McArthur Hway Tabing-ilog Marilao 3019 Bulacan,(044) 769-9086 / (0949) 884-4854,14.756562,120.947532
80,Mercury Drugs,Plaza Cecilia M. Villarica Rd. Santa Rosa Marilao 3019 Bulacan,(044) 764 7379 / (044) 764 7440  / (0949) 881-9414,14.756562,120.947532
81,Mercury Drugs,EMA Town Center El Camino Real Rd. cor. Pacific St. Camalig Meycauayan City 3020 Bulacan,(044) 769-6383 / (044) 769-6349  / (0949) 881-8577,39.390897,-99.066067
82,Mercury Drugs,Meycauayan Exit Malhacan Meycauayan City 3020 Bulacan,(044) 815 1340 / (044) 815 3480  / (0919) 080-6386,14.734501,120.957164
83,Mercury Drugs,McArthur Hway Calvario Meycauayan City 3020 Bulacan,(044) 769-6498 / (044) 711-0162  / (0949) 884-4849,14.734501,120.957164
84,Mercury Drugs,Poblacion Meycauayan City 3020 Bulacan,(044) 840-8671 / (0908) 813-7052,14.74168,120.95902
85,Mercury Drugs,"El Camino Real St., Las Villas de Sto. Nino Camalig Meycauayan City 3020 Bulacan",(044) 695-0798 / (0949) 884-4851,14.76647,121.00064
86,Mercury Drugs,Prince Ken Bldg. II Gen. Alejo G. Santos Hway Poblacion Norzagaray 3013 Bulacan,(044) 815-4798 / (044) 815-6339  / (0949) 884-4876,14.90751,121.04409
87,Mercury Drugs,234 J.P. Rizal St. Pag-asa Obando 3021 Bulacan,(02) 8-931-2756 / (02) 8-332-3589  / (0949) 881-9413,14.710412,120.936573
88,Mercury Drugs,Cagayan Valley Rd. Banga 1st Plaridel 3004 Bulacan,(044) 795-4295 / (044) 795-4295  / (0949) 883-0580,14.885369,120.858634
89,Mercury Drugs,Cagayan Valley Rd. Tabang Plaridel 3004 Bulacan,(044) 8964536 / (0944) 884-6227,15.0,121.083333
90,Mercury Drugs,Waltermart Community Center Banga 1 Plaridel 3004 Bulacan,(044) 795-3605 / (0949) 883-0588,14.87783,120.88822
91,Mercury Drugs,Dona Remedios Trinidad Hway Sto. Cristo Pulilan 3005 Bulacan,(044) 815-8750 / (0949) 884-4877,14.901796,120.847125
92,Mercury Drugs,780 Cagayan Valley Rd. Poblacion San Ildefonso 3010 Bulacan,(044) 797-0480 / (0949) 883-0593,15.078122,120.939807
93,Mercury Drugs,282 Carriedo St. Muzon San Jose del Monte City 3023 Bulacan,(044) 913-0495 / (0949) 884-4858,14.8126,121.04644
94,Mercury Drugs,San Martin Sampol Sapang Palay San Jose del Monte City 3023 Bulacan,(044) 720-5292 / (0949) 884-4850,14.794871,120.877712
95,Mercury Drugs,Starmall Quirino Highway Kaypian San Jose del Monte City 3023 Bulacan,(044) 797-0124 / (044) 797-0127  / (0949) 884-4860,14.80565,121.06836
96,Mercury Drugs,Quirino Highway Tungkong Mangga San Jose del Monte City 3023 Bulacan,(044) 760-0305 / (044) 913-5100  / (0949) 884-4853,14.80565,121.06836
97,Mercury Drugs,San Jose San Miguel 3011 Bulacan,(044) 678-1890 / (0949) 883-0582,15.09721,121.07043
98,Mercury Drugs,Tecson St. Poblacion San Miguel 3011 Bulacan,(044) 760 0100 / (044) 760 0103  / (044) 760 0097  / (0949) 884-6228,15.145747,120.974221
99,Mercury Drugs,Waltermart Sta. Maria Bypass Rd. cor. Sta. Clara St. Sta. Clara Sta. Maria 3022 Bulacan,(044) 815-4250 / (0949) 884-4855,37.36288,-121.98142
100,Mercury Drugs,Bypass Rd. Sta. Clara Sta. Maria 3022 Bulacan,(044) 7693698 / (044) 7693753  / (044) 7693750  / (0919) 080-6387,14.809796,120.951855
101,Mercury Drugs,C. De Guzman St. Poblacion Sta. Maria 3022 Bulacan,(044) 815-3543 / (0949) 884-4856,14.820498,120.961423
102,Mercury Drugs,Lot No. 0054-B Caypombo Sta. Maria 3022 Bulacan,(044) 9139762 / (044) 9139931  / (044) 9139793  / (0949) 881-9415,14.847516,120.981161
103,Mercury Drugs,Poblacion Sta. Maria 3022 Bulacan,(044) 641-1819 / (044) 815-2350  / (0949) 883-0595,14.84624,120.97895
104,Mercury Drugs,"Units 117-120, Java Comm'l Center Maharlika Hway Libertad None 3517 Cagayan",(078) 3731689,39.390897,-99.066067
105,Mercury Drugs,Rizal St. cor. Magsaysay St. Aparri 3515 Cagayan,(078) 888-0299,18.357221,121.637179
106,Mercury Drugs,Rizal St. Aparri 3515 Cagayan,(078) 888-2729,18.354342,121.649069
107,Mercury Drugs,Lot 3642-B-4 0 Balzain East (Centro11) Tuguegarao City 3500 Cagayan,(),17.62173,121.72993
108,Mercury Drugs,"Buntun Hway, Buntun, Tuguegarao City 3500 Cagayan",(078) 3040976,18.0,121.833333
109,Mercury Drugs,"R.T. Diwa Bldg. College Ave., Centro 8, Tuguegarao City 3500 Cagayan",(078) 844-2673,17.612576,121.732707
110,Mercury Drugs,Hotel Delfino Bonifacio St. Tuguegarao City 3500 Cagayan,(078) 844-6477 / (078) 396-1423,17.61412,121.72839
111,Mercury Drugs,"Gomez St., Tuguegarao City 3500 Cagayan",(078) 844-5075,17.613877,121.731922
112,Mercury Drugs,AMC Bldg. Maharlika Hway Carig Sur Tuguegarao City 3500 Cagayan,(078) 846-1742,17.60103,121.75689
113,Mercury Drugs,Gov. Panotes Ave. Daet 4600 Camarines Norte,(054) 440-0350,14.114262,122.975056
114,Mercury Drugs,J. Lukban St. V Daet 4600 Camarines Norte,(054) 721-2989 / (054) 440-2989,14.109491,122.954817
115,Mercury Drugs,Vinzons Ave. Brgy. V (Pandan) Daet 4600 Camarines Norte,(054) 885-1037,14.112333,122.955697
116,Mercury Drugs,Lukban St. Labo 4604 Camarines Norte,(054) 447-6268,41.75722,20.06083
117,Mercury Drugs,J.P. Rizal St. cor. Rotary Rd. Iriga City 4431 Camarines Sur,(054) 299-5656,13.422218,123.412973
118,Mercury Drugs,J.P. Rizal St. San Francisco Iriga City 4431 Camarines Sur,(054) 299-7689,13.666175,123.326517
119,Mercury Drugs,Hway 1 cor. San Isidro St. Nabua 4434 Camarines Sur,(054) 631-1244 / (054) 288-4418,13.407546,123.373325
120,Mercury Drugs,"Abella St. cor. J. Hernandez St., Naga City 4400 Camarines Sur",(054) 811-2177 / (054) 473-2177,13.624012,123.185032
121,Mercury Drugs,Avenue Square Magsaysay St. Balatas Naga City 4400 Camarines Sur,(054) 811-6457 / (054) 472-1771,13.666175,123.326517
122,Mercury Drugs,Elias Angeles St. Naga City 4400 Camarines Sur,(054) 811-6634 / (054) 473-6634,13.624921,123.185937
123,Mercury Drugs,"Gen. Luna St. cor. Prieto St., Naga City 4400 Camarines Sur",(054) 473-5764,13.624012,123.185032
124,Mercury Drugs,J. Miranda Ave. cor. Panganiban St. Naga City 4400 Camarines Sur,(054) 811-7080 / (054) 472-7080,13.624012,123.185032
125,Mercury Drugs,"Nagaland E-Mall, Penafrancia Ave., Naga City 4400 Camarines Sur",(054) 811-2324 / (054) 472-2058,13.63278,123.19407
126,Mercury Drugs,P. Burgos St. Naga City 4400 Camarines Sur,(054) 811-5765 / (054) 473-8333,13.624295,123.185162
127,Mercury Drugs,Panganiban St. cor. Penafrancia St. Naga City 4400 Camarines Sur,(054) 472-3214 / (054) 811-2228,13.624012,123.185032
128,Mercury Drugs,"Puregold Naga, ALDP Mall, Diversion Rd. Triangulo Naga City 4400 Camarines Sur",(),13.61892,123.19539
129,Mercury Drugs,Nat'l Highway San Vicente Pili 4418 Camarines Sur,(054) 477-7217,13.558107,123.274902
130,Mercury Drugs,"Centermall, Rizal Ave., Sta Cruz, Virac 4800 Catanduanes",(052) 8112869,13.59051,124.23415
131,Mercury Drugs,Mabini St. Poblacion Alfonso 4123 Cavite,(046) 443-9561 / (046) 443-9562  / (046) 443-9564  / (0918) 948-4079,14.140166,120.854939
132,Mercury Drugs,Amadeo Paseo de Amadeo C. M. delos Reyes Ave. cor. P. Samonte St. Poblacion VI Amadeo 4119 Cavite,(046) 413 7678 / (046) 482 8923  / (046) 430 0049,14.1332,120.93259
133,Mercury Drugs,Aniban 2 Bacoor City 4102 Cavite,(046) 417-7140 / (046) 417-7141  / (0949) 886-2730,48.326463,14.100393
134,Mercury Drugs,Avenida Rizal Bahayang Pag-asa Subd. Molino Bacoor City 4102 Cavite,(046) 477-1243 / (046) 477-1253  / (0949) 886-2734,14.396559,120.970381
135,Mercury Drugs,0881 Tirona Hway Habay Bacoor City 4102 Cavite,(046) 417-4164 / (046) 417-4235  / (0949) 886-2736,14.25,120.833333
136,Mercury Drugs,Blk 6 L192 Nat'l Rd. cor. Horseshoe Drive Molino 2 Bacoor City 4102 Cavite,(046) 477-3138 / (046) 477-3139  / (0949) 886-2731,14.459449,120.940172
137,Mercury Drugs,"Blk 4 L8&21, Celestino Market Molino III Bacoor City 4102 Cavite",(046) 887-0270 / (046) 853-8980  / (0998) 842-0487,14.45905,120.95997
138,Mercury Drugs,Puregold Bacoor Gen. E. Aguinaldo Hway Panapaan Bacoor City 4102 Cavite,(046) 417-2389 / (046) 417-9283  / (0949) 886-2741,14.46099,120.96158
139,Mercury Drugs,Zapote 1 Bacoor City 4102 Cavite,(046) 417-3046 / (046) 417-7409  / (0949) 886-2016,14.46781,120.966583
140,Mercury Drugs,Waltermart Carmona Governor's Drive Mabuhay Carmona 4116 Cavite,(046) 443 7087 / (046 ) 443 1592  / (0918) 948-4083,14.30763,121.04671
141,Mercury Drugs,"1030 J. Felipe Blvd. Brgy. 17 (Kalapati), Caridad Cavite City 4100 Cavite",(046) 434 1464 / (046) 434 2269  / (0949) 886-4314,14.482032,120.908915
142,Mercury Drugs,P. Burgos Ave. Brgy. 41 Cavite City 4100 Cavite,(046) 431-0407 / (046) 431-7814  / (0949) 881-6205,14.482032,120.908915
143,Mercury Drugs,"Medical Arts Cednter, DLSMHSI Gov. D. Mangubat Ave. Zone IV Dasmarinas City 4114 Cavite",(046) 471 1637 / (046) 471 1366  / (046) 471 1453  / (0908) 813-2784,39.390897,-99.066067
144,Mercury Drugs,Fourstep Cinema Bldg E. Aguinaldo Hway Zone IV Dasmarinas City 4114 Cavite,(046) 416 2932 / (046) 435 1011  / (0949) 886-2760,14.32538,120.94072
145,Mercury Drugs,Prime Bldg. Don Placido Campos Ave. Zone IV Dasmarinas City 4114 Cavite,(046) 437-6658 / (046) 437-7164  / (046) 437-7274  / (0918) 948-4082,14.32433,120.93721
146,Mercury Drugs,Molino Paliparan Rd. Paliparan III Dasmarinas City 4115 Cavite,(046) 541-0387 / (046) 686-4288  / (0918) 948-4072,14.293137,120.955471
147,Mercury Drugs,Robinsons Place Dasmarinas Gen. E. Aguinaldo Hway Palapala Sampaloc I Dasmarinas City 4114 Cavite,(046) 416-0945 / (0949) 886-4298,14.28327,120.9606
148,Mercury Drugs,Evy Bldg. Molino Salawag Rd. Salawag Dasmarinas City 4115 Cavite,(046) 461-6383 / (046) 435-6257  / (0918) 948-4074,14.35793,120.98163
149,Mercury Drugs,Waltermart Center Dasmarinas Aguinaldo Hway Barrio Burol Dasmarinas 4114 Cavite,(046) 424-2447 / (0918) 948-4080,14.28327,120.9606
150,Mercury Drugs,Puregold GMA Governor's Drive San Gabriel Gen. Mariano Alvarez 4117 Cavite,(046) 409-9231 / (0918) 948-4073,14.28321,121.00232
151,Mercury Drugs,Governor's Drive San Gabriel Gen. Mariano Alvarez 4117 Cavite,(046) 460-4070 / (046) 686-6187  / (0949) 886-4296,14.25,120.833333
152,Mercury Drugs,Governor's Drive Manggahan Gen. Trias 4107 Cavite,(046) 416 9786 / (046) 416 9787  / (046) 402 0343  / (0919) 080-6425,14.25,120.833333
153,Mercury Drugs,77 Prinza St. Poblacion Gen. Trias 4107 Cavite,(046) 435-3456 / (046) 437-0380  / (0918) 948-4077,14.25,120.833333
154,Mercury Drugs,Gen. E. Aguinaldo Hway Tanzang Luma Imus City 4103 Cavite,(046) 471-7884 / (046) 471-8404  / (0919) 080-6424,14.418957,120.931232
155,Mercury Drugs,Km 21 Gen. E. Aguinaldo Hway Anabu 1-B Imus City 4103 Cavite,(046) 472-2406 / (046) 472-2502  / (0908) 813-5940,14.418957,120.931232
156,Mercury Drugs,Puregold Gen. Emilio Aguinaldo Hway Anabu II-C Imus City 4103 Cavite,(046) 471-0337 / (0949) 886-4304,14.36886,120.93859
157,Mercury Drugs,Buhay na Tubig Rd. Buhay na Tubig Imus City 4103 Cavite,(046) 416 0844 / (046) 416 0849  / (046) 416 0517  / (0949) 886-4318,14.401993,120.958866
158,Mercury Drugs,Malagasang Rd. Malagasang 2-A Imus City 4103 Cavite,(046) 416-3567 / (046) 416-3549  / (0949) 886-4320,14.395136,120.927965
159,Mercury Drugs,Nueno Ave. Tanzang Luma Imus City 4103 Cavite,(046) 471-5167 / (046) 472-2436  / (0949) 886-2018,14.418957,120.931232
160,Mercury Drugs,Robinsons Place Imus Gen. E. Aguinaldo Hway Tanzang Luma Imus City 4103 Cavite,(046) 472-2357 / (0908) 813-2849,14.38066,120.93913
161,Mercury Drugs,The District Imus Daang Hari cor. Gen. Aguinaldo Hway Anabu-II Imus City 4103 Cavite,(046) 416-1977 / (0949) 886-4305,14.38875,120.9386
162,Mercury Drugs,Indang Comm'l Arcade San Gregorio Indang 4122 Cavite,(046) 415-0664 / (046) 415-1799  / (0949) 886-4302,14.28007,120.86872
163,Mercury Drugs,Nat'l Rd Binakayan Kawit 4104 Cavite,(046) 434-3551 / (046) 434-9589  / (0949) 886-2014,14.444165,120.903534
164,Mercury Drugs,"V Central Mall Centennial Rd. Magdalo, Potol Kawit 4104 Cavite",(046) 416 7978 / (046) 435 2499  / (046) 435 0157  / (0949) 886-4317,14.444165,120.903534
165,Mercury Drugs,J.P. Rizal St. Galicia II Mendez 4121 Cavite,(046) 409 9556 / (046) 409 9557   / (   )             / (   ),14.130036,120.905166
166,Mercury Drugs,Governor's Drive Ibayo Silangan Naic 4110 Cavite,(046) 402 0872    / (046) 402 0871  / (0908) 8133600,14.309797,120.770488
167,Mercury Drugs,Dr. Jose Salud St. Magdiwang Noveleta 4103 Cavite,(046) 438-9220 / (046) 438-9221  / (0949) 886-2738,14.25,120.833333
168,Mercury Drugs,"HBC Bldg. Km 30, Gen. Trias Drive Tejeros Convention Rosario 4106 Cavite",(046) 423-9756 / (046) 423-9758  / (0949) 886-4309,14.39821,120.86773
169,Mercury Drugs,Poblacion Rosario 4106 Cavite,(046) 438 1868 / (046) 438 1912  / (0949) 886-2718,14.41415,120.85275
170,Mercury Drugs,Ayala Westgrove Plaza Ayala South Greenhieghts Subd. Inchican Silang 4118 Cavite,(046) 511-0040 / (046) 511-0041  / (0908) 813-5931,39.390897,-99.066067
171,Mercury Drugs,J.P. Rizal St. Silang Plaza Silang 4118 Cavite,(046) 414-1011 / (0949) 886-2746,14.223624,120.97415
172,Mercury Drugs,Gen. Emilio Aguinaldo Hway Lucsuhin Silang 4118 Cavite,(046) 443-9204 / (046) 443-9206  / (0908) 813-7321,14.25,120.833333
173,Mercury Drugs,Mendez Junction Aguinaldo Hway Mendez Crossing East Tagaytay City 4120 Cavite,(046) 413-2097 / (0949) 886-2756,14.25,120.833333
174,Mercury Drugs,Ayala Malls Serin Silang Crossing East Tagaytay City 4120 Cavite,(046) 410-5733 / (046) 410-5734  / (046) 410-5735  / (0918) 948-4081,14.1057,120.93076
175,Mercury Drugs,Plaza Carolina Gen. E. Aguinaldo Hway San Jose Tagaytay City 4120 Cavite,(046) 413-1881 / (046) 413-1882  / (0949) 886-4301,14.10301,120.95166
176,Mercury Drugs,Poblacion Tanza 4108 Cavite,(046) 437-0575 / (0949) 886-2761,14.39453,120.85794
177,Mercury Drugs,Puregold Tanza A. Soriano Hway Daang Amaya Tanza 4108 Cavite,(046) 481-8896 / (0918) 948-4075,14.3877,120.85189
178,Mercury Drugs,Trece Indang Rd. San Agustin Trece Martirez City 4109 Cavite,(046) 419-1611 / (046) 423-2304  / (046) 4232143  / (0949) 886-4297,14.25,120.833333
179,Mercury Drugs,Waltermart Ctr Trece Martires Governor's Drive cor. City Hall Rd. San Agustin Trece Martirez City 1041 Cavite,(046) 443-2097 / (0918) 948-4076,14.28272,120.8653
180,Mercury Drugs,"Plaza Maestro Comm'l Complex, Marcos Ave., Brgy.10 Norte Lacub Batac City 2906 Ilocos Norte",(077) 670-0349 / (077) 670-9248,39.390897,-99.066067
181,Mercury Drugs,"MS Nalupta Bldg., Brgy. 4 Nalupta, Batac City 2906 Ilocos Norte",(077) 792-3083 / (077) 670-5438,18.05953,120.55857
182,Mercury Drugs,"Consuelo Bldg., Washington St., Brgy. 2 Ablan, Batac City 2906 Ilocos Norte",(077) 792-4201 / (077) 677-2886,18.06551,120.56184
183,Mercury Drugs,Laoag City Comm'l Complex F.R. Castro Ave. Brgy.16 None 2900 Ilocos Norte,(077) 600-5779,18.19543,120.59186
184,Mercury Drugs,Bueno Bldg. J.P. Rizal St. Brgy. 13 Laoag City 2900 Ilocos Norte,(077) 770-3018,18.19617,120.59235
185,Mercury Drugs,"Puregold, Nolasco St. cor. Castro Ave. and J.P. Rizal St., Brgy. 15, Laoag City 2900 Ilocos Norte",(077) 670-6902 / (077) 670-6364,18.19551,120.59387
